spectra,Se_real,Se_predicted,LOD_real,LOD_predicted,UNC_real,UNC_predicted,mask,ratio
4e_data_00028,0.596,0.5979425,0.0204,0.03972829,0.0123,0.0047881235,train,1.0032591803761937
4e_data_00029,0.468,0.4881312,0.017,0.03450491,0.0107,0.004111585,train,1.0430153745871322
4e_data_00030,0.702,0.7118404,0.0216,0.044770353,0.014399999999999998,0.0049255025,train,1.0140176512237289
4e_data_00031,0.673,0.6785424,0.0334,0.050686482,0.0172,0.010090242,train,1.0082353277333955
4e_data_00032,0.563,0.57623446,0.0244,0.04195732,0.0131,0.006368456,train,1.0235070335293326
4e_data_00033,0.541,0.5483372,0.0135,0.033673786,0.0101,0.0021233177,train,1.013562331137948
4e_data_00034,0.724,0.72329354,0.034,0.05123242,0.0169,0.010271172,train,0.9990242304722907
4e_data_00035,0.604,0.61362815,0.033,0.05025918,0.0187,0.009729873,train,1.0159406440936967
4e_data_00036,0.572,0.57384956,0.0278,0.041681346,0.014399999999999998,0.007449822,train,1.0032334944584986
4e_data_00037,0.586,0.5805959,0.019,0.0403273,0.013899999999999997,0.004500294,train,0.990778004350109
4e_data_00038,0.567,0.57696617,0.033299999999999996,0.04660323,0.0187,0.009801778,train,1.017577013220947
4e_data_00039,0.516,0.5323154,0.020899999999999995,0.041172992,0.0141,0.005582104,train,1.0316189407378205
4e_data_00040,0.622,0.64186084,0.0139,0.03674986,0.0111,0.0019174895,train,1.0319306152809855
4e_data_00041,0.575,0.60379267,0.0205,0.040127434,0.012,0.005412625,train,1.0500742041546367
4e_data_00042,0.732,0.7425815,0.0422,0.05513722,0.0185,0.014370762,train,1.014455582926182
4e_data_00043,0.529,0.54505634,0.025600000000000005,0.03965709,0.012100000000000001,0.00716527,train,1.030352255347095
4e_data_00044,0.804,0.83652306,0.0164,0.046513177,0.014899999999999998,0.003042206,train,1.040451562226708
4e_data_00045,0.685,0.71093583,0.017,0.044051614,0.013899999999999997,0.0035301237,train,1.0378625271094106
4e_data_00046,0.546,0.5668151,0.0136,0.034680072,0.00986,0.002408998,train,1.038122853953323
4e_data_00047,0.622,0.63986075,0.03429999999999999,0.046676893,0.0148,0.010969975,train,1.028715030940016
4e_data_00048,0.59,0.61221707,0.0228,0.046509817,0.0166,0.0061240527,train,1.0376560485969155
4e_data_00049,0.749,0.7872788,0.0165,0.046058506,0.0151,0.0028349254,train,1.051106503872432
4e_data_00050,0.577,0.60104895,0.0178,0.040556733,0.0126,0.0040621613,train,1.0416792831553126
4e_data_00051,0.615,0.6423474,0.0254,0.0458978,0.015,0.0073087127,train,1.0444673096261374
4e_data_00052,0.665,0.6823143,0.0146,0.049484234,0.0168,0.003142021,train,1.0260365063086487
4e_data_00053,0.585,0.6088793,0.0181,0.0386375,0.012,0.004073342,train,1.0408193637163212
4e_data_00054,0.619,0.63814604,0.0187,0.040039178,0.0125,0.0051271813,train,1.0309306023001479
4e_data_00055,0.732,0.75971293,0.0321,0.05118501,0.017,0.009997011,train,1.0378592001284406
4e_data_00056,0.725,0.746782,0.0213,0.059327155,0.0213,0.005166799,train,1.0300441445975468
4e_data_00057,0.65,0.668159,0.0402,0.05427496,0.0195,0.013073733,train,1.0279369354248047
4e_data_00058,0.464,0.4746436,0.0116,0.029716734,0.0083,0.001778466,train,1.0229387673838384
4e_data_00059,0.593,0.612507,0.0233,0.04147665,0.0129,0.0066691088,train,1.0328954227055105
4e_data_00060,0.595,0.6266757,0.0257,0.044433698,0.013899999999999997,0.0072309976,train,1.0532365125768326
4e_data_00061,0.545,0.56364244,0.038099999999999995,0.048559476,0.0158,0.012536198,train,1.0342063160117612
4e_data_00062,0.653,0.68036747,0.0195,0.041156042,0.0129,0.0043097306,train,1.0419103672091847
4e_data_00063,0.464,0.48257944,0.0165,0.034003057,0.00948,0.004119648,train,1.0400418962897926
4e_data_00064,0.651,0.67814225,0.0424,0.053713277,0.0181,0.014109519,train,1.0416931637238065
4e_data_00065,0.795,0.8234694,0.023599999999999996,0.04966352,0.0162,0.0066197277,train,1.0358105665482815
4e_data_00066,0.567,0.5921279,0.0184,0.03909476,0.0118,0.0051002437,train,1.0443173178079057
4e_data_00067,0.592,0.61480993,0.015,0.04452351,0.0157,0.0030116972,train,1.0385302877103961
4e_data_00068,0.54,0.57130563,0.026800000000000004,0.043475397,0.0128,0.007975589,train,1.0579733936874953
4e_data_00069,0.609,0.63353056,0.024,0.04166314,0.013000000000000001,0.0067374874,train,1.0402800610108525
4e_data_00070,0.527,0.54863524,0.0264,0.04134772,0.0123,0.007455147,train,1.0410535946290451
4e_data_00071,0.636,0.6558616,0.024299999999999995,0.043600008,0.0136,0.00665561,train,1.0312289561865464
4e_data_00072,0.617,0.64093363,0.0158,0.046262555,0.0157,0.002088004,train,1.038790328769282
4e_data_00073,0.707,0.7131767,0.0274,0.07550393,0.0268,0.007955369,train,1.0087365308273295
4e_data_00074,0.655,0.68205225,0.036,0.053575553,0.0173,0.011390919,train,1.0413011521783493
4e_data_00075,0.686,0.7104893,0.0199,0.04374048,0.0133,0.0048971944,train,1.0356986487919664
4e_data_00076,0.538,0.5669789,0.0224,0.04118723,0.0125,0.006381019,train,1.053864074019251
4e_data_00077,0.515,0.5402489,0.028700000000000003,0.04340468,0.0134,0.008476247,train,1.0490269336885618
4e_data_00078,0.699,0.72377497,0.0199,0.043857828,0.0133,0.004799127,train,1.0354434471785254
4e_data_00079,0.629,0.6460391,0.0178,0.041277066,0.0137,0.0039961943,train,1.0270892341868487
4e_data_00080,0.612,0.6352372,0.0169,0.040940013,0.012,0.0039207437,train,1.0379693087409525
4e_data_00081,0.725,0.7356288,0.0384,0.053811215,0.0186,0.012624044,train,1.0146603913142764
4e_data_00082,0.558,0.5739056,0.0303,0.044811152,0.0143,0.008842953,train,1.0285046365525987
4e_data_00083,0.613,0.62389314,0.024599999999999997,0.042736277,0.0138,0.006392838,train,1.0177702149209151
4e_data_00084,0.509,0.5266305,0.0159,0.041226454,0.0131,0.0028860616,train,1.034637565462903
4e_data_00085,0.541,0.56394047,0.033,0.04649185,0.0147,0.009801963,train,1.0424038178378685
4e_data_00086,0.551,0.5753247,0.0264,0.061322488,0.0214,0.007078243,train,1.0441464867219734
4e_data_00087,0.495,0.5143487,0.0183,0.036485385,0.0111,0.0048539108,train,1.03908825402308
4e_data_00088,0.606,0.6224135,0.029400000000000003,0.046755813,0.0147,0.008734787,train,1.027085009974615
4e_data_00089,0.604,0.62345165,0.022599999999999995,0.04193652,0.0129,0.006354831,train,1.0322047187792545
4e_data_00090,0.754,0.7728499,0.024,0.054173224,0.0179,0.006812596,train,1.0249998904665838
4e_data_00091,1.1,1.1136014,0.0237,0.05874771,0.0198,0.005600292,train,1.0123649510470303
4e_data_00092,0.652,0.6758363,0.022899999999999997,0.042677317,0.013500000000000002,0.005812323,train,1.036558780202105
4e_data_00093,0.488,0.51239395,0.0188,0.036978785,0.0107,0.004509358,train,1.0499876053606878
4e_data_00094,0.529,0.5540312,0.0156,0.03994756,0.0115,0.0026094906,train,1.047317945664231
4e_data_00095,0.717,0.7357323,0.027000000000000003,0.049089056,0.0155,0.0070871413,train,1.0261259650918064
4e_data_00096,0.595,0.6123499,0.0361,0.049120657,0.0159,0.01166507,train,1.0291595418914026
4e_data_00097,0.568,0.59121364,0.0324,0.04810321,0.0146,0.009745276,train,1.040869090758579
4e_data_00098,0.604,0.62769747,0.0125,0.041141804,0.0126,0.0012444288,train,1.0392342182184686
4e_data_00099,0.629,0.6500839,0.0178,0.041891262,0.0136,0.0038030322,train,1.0335197130333638
4e_data_00100,0.793,0.79728085,0.0466,0.06133704,0.0217,0.015009101,train,1.0053982951151017
4e_data_00101,0.539,0.54507154,0.0329,0.045332067,0.014000000000000002,0.009849913,train,1.0112644568887401
4e_data_00102,0.543,0.54660124,0.0204,0.03719292,0.0119,0.0049815467,train,1.006632110251467
4e_data_00103,0.652,0.6578884,0.0195,0.04148832,0.013899999999999997,0.004361664,train,1.0090313074778925
4e_data_00104,0.481,0.49724582,0.030600000000000002,0.040114056,0.0124,0.008581043,train,1.0337750901799192
4e_data_00105,0.56,0.58051383,0.0248,0.041529734,0.0132,0.006459557,train,1.0366318481309071
4e_data_00106,0.542,0.5469083,0.031100000000000003,0.04314892,0.0137,0.008627561,train,1.0090559391078033
4e_data_00107,0.647,0.6458629,0.025600000000000005,0.044041544,0.0143,0.0066399937,train,0.9982424688855132
4e_data_00108,0.684,0.6842892,0.0271,0.047063157,0.0179,0.0076284604,train,1.0004228318643849
4e_data_00109,0.587,0.5947955,0.0242,0.040420167,0.013000000000000001,0.0060816514,train,1.013280281216363
4e_data_00110,0.547,0.5593994,0.0288,0.043584257,0.0147,0.008281407,train,1.0226680548143126
4e_data_00111,0.625,0.62810355,0.025600000000000005,0.04335409,0.014899999999999998,0.0064216126,train,1.0049656867980956
4e_data_00112,0.683,0.67940134,0.030100000000000002,0.04801173,0.0159,0.0088193985,train,0.9947310953154221
4e_data_00113,0.614,0.62633187,0.0248,0.04296018,0.013500000000000002,0.0065770857,train,1.0200844719666224
4e_data_00114,0.48,0.51962495,0.0412,0.045960847,0.0147,0.013541174,train,1.0825519760449729
4e_data_00115,0.496,0.51351607,0.049,0.050065402,0.0163,0.01636606,train,1.0353146541503169
4e_data_00116,0.723,0.717469,0.03429999999999999,0.052230913,0.0177,0.010549834,train,0.9923498989965247
4e_data_00117,0.591,0.58626854,0.0157,0.036351684,0.0129,0.0029772185,train,0.9919941526177369
4e_data_00118,0.736,0.7251564,0.0284,0.048345026,0.0158,0.0079159355,train,0.9852668837360714
4e_data_00119,0.658,0.66492176,0.0352,0.049519546,0.0173,0.01040913,train,1.0105193929469332
4e_data_00120,0.585,0.5919434,0.0382,0.04978791,0.0161,0.011710114,train,1.011869031139928
4e_data_00121,0.516,0.52581334,0.0308,0.04326965,0.0138,0.009230954,train,1.019018102985944
4e_data_00122,0.55,0.56132656,0.0202,0.03903809,0.0115,0.0045543825,train,1.0205937515605579
4e_data_00123,0.685,0.67629766,0.0166,0.050756853,0.0186,0.0029099504,train,0.9872958607917284
4e_data_00124,0.701,0.70035064,0.0172,0.044361766,0.014899999999999998,0.0034596068,train,0.9990736693356416
4e_data_00125,0.56,0.5613118,0.0231,0.03940678,0.0128,0.005702999,train,1.0023424667971474
4e_data_00126,0.617,0.61467254,0.0186,0.038521804,0.012,0.0042358595,train,0.9962277822015352
4e_data_00127,0.604,0.59954023,0.014,0.034790806,0.0109,0.0021303499,train,0.9926162808146698
4e_data_00128,0.629,0.6350116,0.0205,0.040152237,0.0129,0.0046658446,train,1.0095574139411574
4e_data_00129,0.587,0.59789383,0.0341,0.04828877,0.0156,0.0100610275,train,1.0185584908246588
4e_data_00130,1.08,1.089443,0.0337,0.06794425,0.023700000000000002,0.009893894,train,1.0087434892301206
4e_data_00131,0.632,0.6308673,0.0147,0.04830345,0.0171,0.0025679073,train,0.9982077569901189
4e_data_00132,0.574,0.5950516,0.0328,0.047433916,0.015399999999999999,0.009722435,train,1.0366752380278053
4e_data_00133,0.595,0.5900656,0.022899999999999997,0.04138233,0.014000000000000002,0.0057810512,train,0.9917068882148807
4e_data_00134,0.598,0.6011986,0.0296,0.045394726,0.015399999999999999,0.0083556045,train,1.0053488522469
4e_data_00135,0.649,0.65805924,0.0425,0.056501705,0.0202,0.013743014,train,1.0139587663906198
4e_data_00136,0.586,0.5954061,0.023,0.041637793,0.0127,0.005701123,train,1.0160513908789834
4e_data_00137,0.577,0.5721297,0.0157,0.0359297,0.011,0.0026781424,train,0.991559317868132
4e_data_00138,0.631,0.6347695,0.017,0.039385024,0.0129,0.0031769995,train,1.0059738499237882
4e_data_00139,0.571,0.57834256,0.0315,0.044599295,0.0147,0.009270775,train,1.0128591190077587
4e_data_00140,0.63,0.63695383,0.029900000000000003,0.048811853,0.0183,0.008138937,train,1.011037826538086
4e_data_00141,0.584,0.5943637,0.0441,0.051767215,0.0178,0.014144548,train,1.0177460435318622
4e_data_00142,0.558,0.57064945,0.0571,0.05794263,0.02,0.019622006,train,1.0226692563744
4e_data_00143,0.576,0.58450735,0.025600000000000005,0.04447017,0.0162,0.006835539,train,1.0147696981827419
4e_data_00144,0.498,0.5022,0.0196,0.035498675,0.0112,0.004366284,train,1.0084337498768265
4e_data_00145,0.704,0.70540065,0.0334,0.050890405,0.0178,0.01015199,train,1.0019895535978405
4e_data_00146,0.829,0.8339032,0.0941,0.08668119,0.0318,0.035166252,train,1.005914588026316
4e_data_00147,0.609,0.6199617,0.0332,0.04854605,0.0164,0.00992877,train,1.0179994728764876
4e_data_00148,0.662,0.6764641,0.0352,0.053424157,0.0186,0.010856494,train,1.0218490646684997
4e_data_00149,0.612,0.6088656,0.0148,0.03639501,0.0113,0.0025451668,train,0.9948784619374992
4e_data_00150,0.7,0.7096038,0.030100000000000002,0.04957496,0.0175,0.008586129,train,1.0137196949550085
4e_data_00151,0.765,0.76790726,0.0353,0.053994812,0.0181,0.010419338,train,1.0038003422855553
4e_data_00152,0.793,0.79473674,0.0201,0.045742676,0.0152,0.00420017,train,1.0021900920218507
4e_data_00153,0.686,0.69572353,0.0371,0.0524314,0.0188,0.011971121,train,1.0141742472745934
4e_data_00154,0.572,0.5821439,0.031100000000000003,0.043960452,0.0151,0.009176058,train,1.017734095766828
4e_data_00155,0.699,0.68850684,0.024599999999999997,0.045103483,0.0157,0.0062299957,train,0.9849883285544291
4e_data_00156,0.612,0.61366415,0.0337,0.047100157,0.0158,0.009965294,train,1.0027191997353548
4e_data_00157,0.588,0.5793766,0.0186,0.038232308,0.0117,0.004160162,train,0.9853343168894451
4e_data_00158,0.539,0.5521052,0.0344,0.04441457,0.0143,0.010007764,train,1.0243138930793152
4e_data_00159,0.463,0.4731545,0.0207,0.036813475,0.011600000000000001,0.0049760384,train,1.0219319335327808
4e_data_00160,0.516,0.53516495,0.0192,0.03820664,0.012,0.005186532,train,1.0371413803839868
4e_data_00161,0.612,0.62497586,0.05910000000000001,0.07912101,0.0289,0.021099614,train,1.0212023858151404
4e_data_00162,0.62,0.63283795,0.024299999999999995,0.044669364,0.0133,0.0061441716,train,1.020706372876321
4e_data_00163,0.675,0.68757254,0.0205,0.04381503,0.014500000000000002,0.0044666394,train,1.018625983485469
4e_data_00164,0.644,0.64734024,0.0364,0.051192485,0.0168,0.011883567,train,1.005186705115419
4e_data_00165,0.48,0.50107116,0.0221,0.03754385,0.0112,0.005804376,train,1.0438982397317886
4e_data_00166,0.637,0.6431227,0.0168,0.039478328,0.0123,0.0030662387,train,1.009611731608584
4e_data_00167,0.684,0.69885576,0.021199999999999997,0.043408785,0.013500000000000002,0.005011055,train,1.0217189440253185
4e_data_00168,0.637,0.6419767,0.021,0.04209288,0.0134,0.005237396,train,1.0078127380442956
4e_data_00169,0.583,0.59308857,0.0231,0.042482577,0.014399999999999998,0.005990254,train,1.0173045750547642
4e_data_00170,0.574,0.5824493,0.027200000000000002,0.045230955,0.014000000000000002,0.0073693213,train,1.0147200644223948
4e_data_00171,0.784,0.79773563,0.021899999999999996,0.05030368,0.0171,0.004725613,train,1.0175199380942752
4e_data_00172,0.621,0.6198478,0.0416,0.05083109,0.0179,0.013733778,train,0.9981445644212805
4e_data_00173,0.606,0.62276566,0.029000000000000005,0.044136878,0.0142,0.008119237,test,1.0276661060824253
4e_data_00174,0.662,0.6367547,0.0165,0.038453996,0.013899999999999997,0.002365838,test,0.9618650930525673
4e_data_00175,0.765,0.746884,0.0167,0.04046753,0.0143,0.0014573971,test,0.9763189390593884
4e_data_00176,0.718,0.6921996,0.028500000000000004,0.048820086,0.0164,0.008891993,test,0.9640662783035662
4e_data_00177,0.659,0.65232915,0.031,0.047823846,0.0159,0.009295672,test,0.9898773093505766
4e_data_00178,0.635,0.6272032,0.0345,0.049842414,0.0202,0.010652616,test,0.987721615888941
4e_data_00179,0.537,0.5500957,0.0202,0.037687145,0.012,0.005834694,test,1.0243867362677717
4e_data_00180,0.598,0.603312,0.017,0.038053453,0.011600000000000001,0.0036518504,test,1.0088829691194772
4e_data_00181,0.531,0.55778766,0.0271,0.044486854,0.0129,0.00842654,test,1.0504475645650801
4e_data_00182,0.676,0.69350654,0.0886,0.07027033,0.0336,0.02440276,test,1.0258972468460805
4e_data_00183,0.633,0.65291494,0.023,0.044958696,0.0164,0.0058032344,test,1.031461202702816
4e_data_00184,0.55,0.57104003,0.0308,0.04764278,0.0143,0.011115578,test,1.0382546078075061
4e_data_00185,0.607,0.59785104,0.0391,0.051119324,0.0192,0.014267443,test,0.9849275749244251
4e_data_00186,0.643,0.6690062,0.0361,0.055622034,0.0162,0.013448268,test,1.040445145329643
4e_data_00187,0.683,0.71728265,0.028500000000000004,0.05519514,0.0162,0.0096945185,test,1.0501942208710386
4e_data_00188,1.11,1.1127958,0.0197,0.059927553,0.019399999999999997,0.00052251527,test,1.0025187655612153
4e_data_00189,0.714,0.69177854,0.020899999999999995,0.047666933,0.0211,0.0056912526,test,0.9688775078589176
4e_data_00190,0.55,0.59838444,0.0629,0.06533358,0.0212,0.019433057,test,1.0879717089913108
4e_data_00191,0.635,0.64076376,0.028700000000000003,0.047606837,0.0152,0.007173161,test,1.0090767867921844
4e_data_00192,0.672,0.65556026,0.045,0.058486298,0.0181,0.01571193,test,0.9755360938253856
4e_data_00193,0.579,0.5998635,0.0244,0.046094336,0.0127,0.0060367505,test,1.036033729197448
4e_data_00194,0.56,0.5750311,0.0478,0.053257942,0.0173,0.01624704,test,1.026841253042221
4e_data_00195,0.602,0.55467445,0.0358,0.047992516,0.0284,0.011681534,test,0.9213861238916847
4e_data_00196,0.536,0.55565476,0.0331,0.048781548,0.0151,0.011041537,test,1.0366693361481623
4e_data_00197,0.601,0.6114921,0.0249,0.04454183,0.0142,0.0067045316,test,1.0174577327417256
4e_data_00198,0.588,0.6132029,0.029700000000000004,0.046008233,0.0159,0.008934765,test,1.0428621249944985
4e_data_00199,0.509,0.48916,0.027200000000000002,0.035735443,0.0118,0.006372991,test,0.9610216135126199
4e_data_00200,0.482,0.5093094,0.029000000000000005,0.04290666,0.0129,0.008243684,test,1.056658529147073
4e_data_00201,0.564,0.5708601,0.0196,0.03941469,0.0138,0.0050127245,test,1.0121632763679993
4e_data_00202,0.874,0.8619102,0.024299999999999995,0.051956106,0.0191,0.0081217885,test,0.9861673043030623
4e_data_00203,0.631,0.6287433,0.029700000000000004,0.047989104,0.0156,0.010816649,test,0.9964235988925263
4e_data_00204,0.61,0.6101038,0.021199999999999997,0.042764448,0.0142,0.005238358,test,1.0001701409699486
4e_data_00205,0.725,0.7187034,0.028900000000000002,0.05125438,0.0181,0.008548963,test,0.9913150195417734
4e_data_00206,0.564,0.5669444,0.030700000000000005,0.046274524,0.0142,0.009892374,test,1.0052206034355977
4e_data_00207,0.535,0.54565185,0.0182,0.037136864,0.0111,0.0049536657,test,1.0199100057655406
4e_data_00208,0.757,0.76807576,0.028900000000000002,0.052538417,0.0172,0.009355905,test,1.0146311283741476
4e_data_00209,0.656,0.6328955,0.062299999999999994,0.058011357,0.0252,0.01913814,test,0.9647797702289209
4e_data_00210,0.609,0.6395545,0.0245,0.04396341,0.0136,0.0072111036,test,1.0501715937271494
4e_data_00211,0.524,0.55753547,0.0339,0.047557317,0.0152,0.011825667,test,1.0639989876565132
4e_data_00212,0.704,0.69976807,0.022899999999999997,0.04529288,0.0143,0.005934426,test,0.993988730690696
4e_data_00213,0.601,0.60019314,0.0188,0.04064115,0.012100000000000001,0.0042236526,test,0.9986574756920635
4e_data_00214,0.536,0.5419137,0.026000000000000002,0.042827666,0.0137,0.0077251974,test,1.011033000341102
4e_data_00215,0.557,0.56176126,0.0361,0.047479507,0.0165,0.012126989,test,1.0085480431465956
4e_data_00216,0.711,0.7196635,0.0283,0.051160626,0.019,0.008318873,test,1.0121849518788013
4e_synth_00001,0.7816,0.79035723,0.01879,0.044214226,0.01426,0.0035693212,train,1.0112042375816417
4e_synth_00002,1.154,1.1700095,0.02346,0.06091849,0.02043,0.0055825985,train,1.0138730449114557
4e_synth_00003,1.101,1.1184618,0.03315,0.070612945,0.02465,0.009808322,train,1.0158599884698436
4e_synth_00004,1.028,1.0339057,0.03326,0.063691705,0.02247,0.010112138,train,1.0057448876970936
4e_synth_00005,0.527,0.54003835,0.025600000000000005,0.039799556,0.01264,0.00736679,train,1.0247406968581834
4e_synth_00006,0.4369,0.4654353,0.01648,0.034194253,0.01044,0.0039585507,train,1.0653131066538644
4e_synth_00007,0.6483,0.6696682,0.02153,0.04196099,0.01315,0.004545113,train,1.032960354206133
4e_synth_00008,0.5311,0.53790754,0.01778,0.03928487,0.01259,0.004075164,train,1.0128178135910135
4e_synth_00009,0.7,0.71925044,0.07923,0.060868546,0.02105,0.028599463,train,1.0275006294250488
4e_synth_00010,0.6544,0.6691,0.01229,0.05021556,0.01759,0.0017756115,train,1.0224633046350735
4e_synth_00011,0.7173,0.72327787,0.02096,0.046179645,0.014190000000000001,0.004268228,train,1.0083338447516554
4e_synth_00012,1.07,1.0731432,0.023370000000000002,0.056412444,0.01963,0.0056408932,train,1.0029376110183859
4e_synth_00013,0.7371,0.7336706,0.0281,0.0861607,0.0309,0.0077625765,train,0.9953474322453459
4e_synth_00014,0.6142,0.6186321,0.01338,0.0419258,0.01387,0.0019620094,train,1.0072160178618959
4e_synth_00015,0.547,0.55741626,0.030700000000000005,0.044554334,0.014250000000000002,0.008615897,train,1.0190425232951776
4e_synth_00016,0.6187,0.63455,0.02549,0.043544084,0.0134,0.006922429,train,1.0256181920077625
4e_synth_00017,0.8674,0.8773099,0.04114,0.059052948,0.0207,0.012097618,train,1.0114248540507558
4e_synth_00018,0.5606,0.566109,0.03028,0.04390846,0.0143,0.008670135,train,1.0098269740215933
4e_synth_00019,0.5575,0.59325814,0.04803,0.051087234,0.01702,0.015332596,train,1.064140165867827
4e_synth_00020,0.6842,0.6763216,0.031040000000000005,0.04822505,0.01745,0.008588166,train,0.9884852758104847
4e_synth_00021,0.6239,0.6347965,0.04099,0.047388513,0.01662,0.010381131,train,1.0174651389741844
4e_synth_00022,0.6196,0.6306729,0.06976,0.06352996,0.0223,0.02497049,train,1.0178710007529015
4e_synth_00023,0.52,0.51854074,0.02611,0.037640918,0.01195,0.006305008,train,0.9971937307944664
4e_synth_00024,0.6783,0.6964675,0.07998,0.059527963,0.0202,0.030218191,train,1.026783899169184
4e_synth_00025,0.5224,0.5335869,0.02565,0.03911144,0.012079999999999999,0.0069877864,train,1.021414470344006
4e_synth_00026,0.5767,0.5912905,0.01297,0.045982894,0.01625,0.0013831577,train,1.025299937468334
4e_synth_00027,0.6641,0.6600568,0.031,0.048005342,0.01581,0.0077514653,train,0.9939118046265842
4e_synth_00028,0.8062,0.81972075,0.03046,0.050116688,0.01793,0.007030017,train,1.0167709564458818
4e_synth_00029,0.589,0.5833827,0.025690000000000004,0.043231897,0.01547,0.0061519444,train,0.9904630317752754
4e_synth_00030,0.636,0.64625335,0.024980000000000002,0.05562,0.0205,0.0069802483,train,1.016121615403853
4e_synth_00031,0.7888,0.7977675,0.0201,0.045216665,0.01481,0.0041241026,train,1.0113685597754396
4e_synth_00032,0.4831,0.49390274,0.01443,0.031618122,0.009079,0.0032642786,train,1.022361297583733
4e_synth_00033,0.518,0.5272123,0.01339,0.036656257,0.01144,0.005677679,train,1.0177844049387457
4e_synth_00034,0.4667,0.46560377,0.05096,0.051955417,0.01672,0.017879903,train,0.9976511009760681
4e_synth_00035,0.6056,0.60894686,0.04424,0.05069553,0.01709,0.013691812,train,1.0055265188847067
4e_synth_00036,0.6048,0.598489,0.01393,0.03500707,0.01078,0.0025290626,train,0.989565123168249
4e_synth_00037,0.5879,0.5797204,0.01889,0.04065157,0.01387,0.004608661,train,0.986086711893278
4e_synth_00038,0.616,0.6207649,0.0208,0.040292304,0.01299,0.005169403,train,1.0077352454135944
4e_synth_00039,0.5357,0.5276349,0.02635,0.04149111,0.0133,0.0075423275,train,0.9849447800816274
4e_synth_00040,0.8656,0.86487675,0.0262,0.054640975,0.01825,0.006408202,train,0.9991644490888951
4e_synth_00041,0.6011,0.61729825,0.01482,0.036989767,0.01153,0.0025528595,train,1.0269476716519592
4e_synth_00042,0.6355,0.63872194,0.02386,0.04407952,0.01411,0.006177376,train,1.005069933755486
4e_synth_00043,0.5574,0.5753956,0.03778,0.04497898,0.01427,0.009963322,train,1.0322848656376844
4e_synth_00044,0.6883,0.7035953,0.028070000000000005,0.082162656,0.030429999999999995,0.007325805,train,1.022221822820395
4e_synth_00045,0.8096,0.83568823,0.03961,0.056483682,0.019440000000000002,0.012753388,train,1.0322236084184158
4e_synth_00046,0.6085,0.61377126,0.02465,0.042136896,0.01369,0.006923101,train,1.0086627112320434
4e_synth_00047,0.5336,0.55140376,0.01967,0.038333546,0.01213,0.0053004185,train,1.0333653690218032
