spectra,Se_real,Se_predicted,LOD_real,LOD_predicted,UNC_real,UNC_predicted,mask,Se_ratio
4e_data_00028,0.596,0.5913778,0.0204,0.022403099,0.0123,0.013408252,train,0.9922446220513159
4e_data_00029,0.468,0.47549543,0.017,0.017673202,0.0107,0.010524399,train,1.0160158714677532
4e_data_00030,0.702,0.7080844,0.0216,0.022110414,0.014399999999999998,0.015145137,train,1.008667242832673
4e_data_00031,0.673,0.6740036,0.0334,0.033226103,0.0172,0.01701657,train,1.0014912348799683
4e_data_00032,0.563,0.56226766,0.0244,0.024515148,0.0131,0.013888943,train,0.9986992204168128
4e_data_00033,0.541,0.54248214,0.0135,0.014419122,0.0101,0.010305796,train,1.0027396260259773
4e_data_00034,0.724,0.71923196,0.034,0.03517261,0.0169,0.017175745,train,0.9934143137536655
4e_data_00035,0.604,0.6073183,0.033,0.033980135,0.0187,0.018057521,train,1.0054938445817556
4e_data_00036,0.572,0.56834686,0.0278,0.028206259,0.014399999999999998,0.013828768,train,0.9936133881548902
4e_data_00037,0.586,0.5793108,0.019,0.021478452,0.013899999999999997,0.013161126,train,0.9885849399371359
4e_data_00038,0.567,0.5639335,0.033299999999999996,0.033940546,0.0187,0.01612982,train,0.9945916961320074
4e_data_00039,0.516,0.51910824,0.020899999999999995,0.021924157,0.0141,0.01322084,train,1.0060237128605214
4e_data_00040,0.622,0.64387643,0.0139,0.015424365,0.0111,0.01219375,train,1.0351711147467806
4e_data_00041,0.575,0.598448,0.0205,0.023861863,0.012,0.012958475,train,1.040779093037481
4e_data_00042,0.732,0.750273,0.0422,0.043995842,0.0185,0.018476395,train,1.0249631000998243
4e_data_00043,0.529,0.5422853,0.025600000000000005,0.02669444,0.012100000000000001,0.012836323,train,1.0251140324064374
4e_data_00044,0.804,0.82791716,0.0164,0.01721768,0.014899999999999998,0.015419145,train,1.029747709706055
4e_data_00045,0.685,0.7092494,0.017,0.019800719,0.013899999999999997,0.015097961,train,1.035400550730907
4e_data_00046,0.546,0.5676335,0.0136,0.015838914,0.00986,0.011122481,train,1.0396218125200096
4e_data_00047,0.622,0.63984287,0.03429999999999999,0.035235953,0.0148,0.016118139,train,1.0286862827190633
4e_data_00048,0.59,0.60569656,0.0228,0.024242107,0.0166,0.016452009,train,1.0266043372073417
4e_data_00049,0.749,0.7760676,0.0165,0.016561542,0.0151,0.016603054,train,1.0361383371900652
4e_data_00050,0.577,0.6027395,0.0178,0.01968699,0.0126,0.013853415,train,1.0446092078342801
4e_data_00051,0.615,0.63781434,0.0254,0.027951118,0.015,0.0143451905,train,1.0370964926432789
4e_data_00052,0.665,0.67810345,0.0146,0.015137524,0.0168,0.019697646,train,1.0197044315194725
4e_data_00053,0.585,0.6044895,0.0181,0.018813215,0.012,0.012295284,train,1.0333153936598036
4e_data_00054,0.619,0.6403774,0.0187,0.022165466,0.0125,0.013367414,train,1.0345353833693103
4e_data_00055,0.732,0.7565749,0.0321,0.03458143,0.017,0.0169152,train,1.0335723070499023
4e_data_00056,0.725,0.74146855,0.0213,0.024253393,0.0213,0.02147855,train,1.022715239689268
4e_data_00057,0.65,0.6657818,0.0402,0.040877532,0.0195,0.017684428,train,1.02427968612084
4e_data_00058,0.464,0.4818523,0.0116,0.014722535,0.0083,0.009312235,train,1.0384747694278584
4e_data_00059,0.593,0.6057526,0.0233,0.02598457,0.0129,0.01342743,train,1.0215052062705234
4e_data_00060,0.595,0.6177548,0.0257,0.02727399,0.013899999999999997,0.014974898,train,1.0382433899310457
4e_data_00061,0.545,0.5627195,0.038099999999999995,0.03868869,0.0158,0.01739802,train,1.032512887902216
4e_data_00062,0.653,0.6736003,0.0195,0.02136543,0.0129,0.0141571695,train,1.0315471914971952
4e_data_00063,0.464,0.48257542,0.0165,0.017339692,0.00948,0.010451222,train,1.0400332253554772
4e_data_00064,0.651,0.6735992,0.0424,0.043501653,0.0181,0.018601626,train,1.034714567679597
4e_data_00065,0.795,0.8245181,0.023599999999999996,0.026420105,0.0162,0.01700716,train,1.0371296660705183
4e_data_00066,0.567,0.587796,0.0184,0.022654217,0.0118,0.012577506,train,1.036677200747966
4e_data_00067,0.592,0.613157,0.015,0.016720776,0.0157,0.015823616,train,1.0357381322899382
4e_data_00068,0.54,0.5597769,0.026800000000000004,0.028786998,0.0128,0.014015498,train,1.036623892960725
4e_data_00069,0.609,0.627377,0.024,0.025733221,0.013000000000000001,0.013923937,train,1.0301756545632148
4e_data_00070,0.527,0.54323816,0.0264,0.02787149,0.0123,0.013026821,train,1.0308124534997813
4e_data_00071,0.636,0.6462126,0.024299999999999995,0.025574386,0.0136,0.014766629,train,1.016057512295321
4e_data_00072,0.617,0.6325671,0.0158,0.016216923,0.0157,0.01610362,train,1.0252303203848618
4e_data_00073,0.707,0.72660184,0.0274,0.029240709,0.0268,0.027113913,train,1.0277253735014877
4e_data_00074,0.655,0.6827904,0.036,0.037309937,0.0173,0.018414928,train,1.0424280894621638
4e_data_00075,0.686,0.69541466,0.0199,0.021216866,0.0133,0.01403716,train,1.0137239976109984
4e_data_00076,0.538,0.55586946,0.0224,0.02576381,0.0125,0.01359654,train,1.03321460986226
4e_data_00077,0.515,0.5286432,0.028700000000000003,0.029617254,0.0134,0.014613405,train,1.026491632739317
4e_data_00078,0.699,0.71524143,0.0199,0.020746361,0.0133,0.014025937,train,1.0232352391844657
4e_data_00079,0.629,0.639695,0.0178,0.020884998,0.0137,0.01427177,train,1.0170031617290454
4e_data_00080,0.612,0.624998,0.0169,0.017673196,0.012,0.0129347285,train,1.0212385186962054
4e_data_00081,0.725,0.7336922,0.0384,0.040051512,0.0186,0.0183943,train,1.0119892810953075
4e_data_00082,0.558,0.5643791,0.0303,0.03156031,0.0143,0.014390612,train,1.0114320717404819
4e_data_00083,0.613,0.6205806,0.024599999999999997,0.025334824,0.0138,0.01414,train,1.0123664169871593
4e_data_00084,0.509,0.5206318,0.0159,0.018023644,0.0131,0.012779328,train,1.0228522400022255
4e_data_00085,0.541,0.5594282,0.033,0.03357044,0.0147,0.014774837,train,1.0340632440422466
4e_data_00086,0.551,0.55973387,0.0264,0.025762934,0.0214,0.02095522,train,1.0158509394650883
4e_data_00087,0.495,0.50482184,0.0183,0.021955129,0.0111,0.011875226,train,1.019842094845242
4e_data_00088,0.606,0.62341756,0.029400000000000003,0.030817967,0.0147,0.015260296,train,1.0287418420558716
4e_data_00089,0.604,0.61395967,0.022599999999999995,0.025450736,0.0129,0.013532823,train,1.0164895199782011
4e_data_00090,0.754,0.7711474,0.024,0.026504166,0.0179,0.017276403,train,1.0227418704753846
4e_data_00091,1.1,1.1181786,0.0237,0.025835764,0.0198,0.020928815,train,1.016526005484841
4e_data_00092,0.652,0.66761875,0.022899999999999997,0.024231087,0.013500000000000002,0.013835515,train,1.0239551403771148
4e_data_00093,0.488,0.49871927,0.0188,0.020975541,0.0107,0.011273233,train,1.0219657274543261
4e_data_00094,0.529,0.54145104,0.0156,0.017975189,0.0115,0.011719599,train,1.023536931814904
4e_data_00095,0.717,0.7293595,0.027000000000000003,0.026471972,0.0155,0.015632935,train,1.017237806918731
4e_data_00096,0.595,0.61219835,0.0361,0.03705684,0.0159,0.015969064,train,1.0289047946449088
4e_data_00097,0.568,0.5859799,0.0324,0.032320164,0.0146,0.015509773,train,1.031654716377527
4e_data_00098,0.604,0.61736816,0.0125,0.01188245,0.0126,0.012577418,train,1.022132718010454
4e_data_00099,0.629,0.6431451,0.0178,0.020014204,0.0136,0.012922538,train,1.0224882104628037
4e_data_00100,0.793,0.79506874,0.0466,0.045878086,0.0217,0.021954557,train,1.0026087526415215
4e_data_00101,0.539,0.5475833,0.0329,0.03224964,0.014000000000000002,0.015046237,train,1.0159244563893617
4e_data_00102,0.543,0.5421838,0.0204,0.019984186,0.0119,0.011797162,train,0.9984968995082004
4e_data_00103,0.652,0.6508466,0.0195,0.018778585,0.013899999999999997,0.013432388,train,0.9982309824118585
4e_data_00104,0.481,0.48551914,0.030600000000000002,0.02878797,0.0124,0.012592735,train,1.0093953034486196
4e_data_00105,0.56,0.5614587,0.0248,0.023309525,0.0132,0.01285512,train,1.0026048336710247
4e_data_00106,0.542,0.53997135,0.031100000000000003,0.031034265,0.0137,0.0139963385,train,0.9962571063164855
4e_data_00107,0.647,0.64027303,0.025600000000000005,0.025754232,0.0143,0.014284484,train,0.989602835506339
4e_data_00108,0.684,0.6784061,0.0271,0.02847613,0.0179,0.015745465,train,0.9918218119102611
4e_data_00109,0.587,0.5910847,0.0242,0.024493784,0.013000000000000001,0.013048933,train,1.0069586349305344
4e_data_00110,0.547,0.55227596,0.0288,0.028486386,0.0147,0.013997746,train,1.0096452571792183
4e_data_00111,0.625,0.6230205,0.025600000000000005,0.024608498,0.014899999999999998,0.014329098,train,0.9968328475952148
4e_data_00112,0.683,0.6790829,0.030100000000000002,0.030616727,0.0159,0.015687723,train,0.9942648176916521
4e_data_00113,0.614,0.61708766,0.0248,0.02608833,0.013500000000000002,0.01411002,train,1.005028765830621
4e_data_00114,0.48,0.49795768,0.0412,0.038449954,0.0147,0.0150708975,train,1.0374118263522785
4e_data_00115,0.496,0.50780004,0.049,0.046501245,0.0163,0.016828349,train,1.0237904085266976
4e_data_00116,0.723,0.7195177,0.03429999999999999,0.035535544,0.0177,0.017449243,train,0.9951835516247677
4e_data_00117,0.591,0.59168935,0.0157,0.017081708,0.0129,0.011505401,train,1.001166409849112
4e_data_00118,0.736,0.72449625,0.0284,0.029108956,0.0158,0.016483186,train,0.9843698986198591
4e_data_00119,0.658,0.6614265,0.0352,0.03337617,0.0173,0.016630623,train,1.0052074233811676
4e_data_00120,0.585,0.58169675,0.0382,0.037272476,0.0161,0.016322449,train,0.9943534166384966
4e_data_00121,0.516,0.51892984,0.0308,0.029794041,0.0138,0.013928401,train,1.0056779828182487
4e_data_00122,0.55,0.55027205,0.0202,0.021111066,0.0115,0.012028715,train,1.0004946318539705
4e_data_00123,0.685,0.6735594,0.0166,0.01526423,0.0186,0.017736197,train,0.9832984339581788
4e_data_00124,0.701,0.69556,0.0172,0.015830845,0.014899999999999998,0.015146975,train,0.9922396269402389
4e_data_00125,0.56,0.55281126,0.0231,0.022226881,0.0128,0.0121895345,train,0.9871629731995718
4e_data_00126,0.617,0.6170641,0.0186,0.019612432,0.012,0.012364511,train,1.0001039195872203
4e_data_00127,0.604,0.6090036,0.014,0.014252853,0.0109,0.01083523,train,1.0082841116861003
4e_data_00128,0.629,0.6254442,0.0205,0.020151848,0.0129,0.013206729,train,0.9943468582080544
4e_data_00129,0.587,0.59148854,0.0341,0.034704085,0.0156,0.016800096,train,1.0076465761031974
4e_data_00130,1.08,1.0957112,0.0337,0.035060912,0.023700000000000002,0.02416466,train,1.0145474363256384
4e_data_00131,0.632,0.6336648,0.0147,0.0141809415,0.0171,0.01699497,train,1.0026341563538659
4e_data_00132,0.574,0.5931337,0.0328,0.0338783,0.015399999999999999,0.015823966,train,1.033333951172513
4e_data_00133,0.595,0.58588916,0.022899999999999997,0.02310783,0.014000000000000002,0.013576457,train,0.9846876649295583
4e_data_00134,0.598,0.5967283,0.0296,0.031080533,0.015399999999999999,0.0146172615,train,0.9978734529935397
4e_data_00135,0.649,0.64819133,0.0425,0.042901866,0.0202,0.019568607,train,0.9987539796873307
4e_data_00136,0.586,0.58651125,0.023,0.022278186,0.0127,0.013006403,train,1.0008724476290238
4e_data_00137,0.577,0.57140833,0.0157,0.014937606,0.011,0.01130183,train,0.9903090665410669
4e_data_00138,0.631,0.62470794,0.017,0.01594744,0.0129,0.012599754,train,0.9900284266887489
4e_data_00139,0.571,0.5708082,0.0315,0.030255824,0.0147,0.014880149,train,0.9996640494324908
4e_data_00140,0.63,0.62505,0.029900000000000003,0.029209185,0.0183,0.016560894,train,0.9921428703126454
4e_data_00141,0.584,0.5885174,0.0441,0.042826243,0.0178,0.01729722,train,1.0077353209665378
4e_data_00142,0.558,0.56301725,0.0571,0.05702638,0.02,0.020307621,train,1.0089914858554854
4e_data_00143,0.576,0.57032275,0.025600000000000005,0.025084093,0.0162,0.014735591,train,0.9901436666647594
4e_data_00144,0.498,0.49390385,0.0196,0.019661304,0.0112,0.010636596,train,0.9917747902582927
4e_data_00145,0.704,0.70238584,0.0334,0.03408937,0.0178,0.01775176,train,0.9977071630683813
4e_data_00146,0.829,0.83943665,0.0941,0.09474566,0.0318,0.031610873,train,1.0125894454477493
4e_data_00147,0.609,0.6129359,0.0332,0.034203827,0.0164,0.016237503,train,1.006462891113582
4e_data_00148,0.662,0.66663194,0.0352,0.035041798,0.0186,0.018157933,train,1.0069968837265522
4e_data_00149,0.612,0.6124365,0.0148,0.014711168,0.0113,0.010893101,train,1.0007131917803895
4e_data_00150,0.7,0.70449424,0.030100000000000002,0.030718122,0.0175,0.0167132,train,1.006420339856829
4e_data_00151,0.765,0.76185113,0.0353,0.034703366,0.0181,0.018430881,test,0.9958838325699949
4e_data_00152,0.793,0.79591835,0.0201,0.019795213,0.0152,0.015531006,test,1.003680132977749
4e_data_00153,0.686,0.68877447,0.0371,0.03773899,0.0188,0.018015075,test,1.0040444118288445
4e_data_00154,0.572,0.57003486,0.031100000000000003,0.030155797,0.0151,0.013859709,test,0.9965644432948186
4e_data_00155,0.699,0.68654776,0.024599999999999997,0.023942154,0.0157,0.014962925,test,0.9821856311803554
4e_data_00156,0.612,0.60454226,0.0337,0.03235685,0.0158,0.015316825,test,0.9878141428130904
4e_data_00157,0.588,0.5797043,0.0186,0.019630935,0.0117,0.0123669235,test,0.9858916405917837
4e_data_00158,0.539,0.5431756,0.0344,0.033620168,0.0143,0.014859617,test,1.0077468981769397
4e_data_00159,0.463,0.4600682,0.0207,0.019484865,0.011600000000000001,0.010516771,test,0.9936678100610654
4e_data_00160,0.516,0.52506006,0.0192,0.018390102,0.012,0.011659745,test,1.0175582512404566
4e_data_00161,0.612,0.6215696,0.05910000000000001,0.060788047,0.0289,0.03017031,test,1.0156365586262124
4e_data_00162,0.62,0.63114405,0.024299999999999995,0.024324449,0.0133,0.01478085,test,1.0179742690055602
4e_data_00163,0.675,0.68245304,0.0205,0.019133493,0.014500000000000002,0.013646098,test,1.0110415352715385
4e_data_00164,0.644,0.64869666,0.0364,0.03816041,0.0168,0.017355492,test,1.0072929518563407
4e_data_00165,0.48,0.48682192,0.0221,0.02169665,0.0112,0.011713152,test,1.0142123326659203
4e_data_00166,0.637,0.6452305,0.0168,0.01565567,0.0123,0.01194975,test,1.0129206783168918
4e_data_00167,0.684,0.69035757,0.021199999999999997,0.019245192,0.013500000000000002,0.013913868,test,1.0092946869588038
4e_data_00168,0.637,0.6481808,0.021,0.021219263,0.0134,0.013685051,test,1.0175522492856395
4e_data_00169,0.583,0.5904688,0.0231,0.022045016,0.014399999999999998,0.013856973,test,1.0128110187131383
4e_data_00170,0.574,0.581393,0.027200000000000002,0.029193375,0.014000000000000002,0.01537412,test,1.0128797969751657
4e_data_00171,0.784,0.79558027,0.021899999999999996,0.021830376,0.0171,0.017544707,test,1.014770749880343
4e_data_00172,0.621,0.6290868,0.0416,0.043699063,0.0179,0.01801351,test,1.0130222100950477
4e_data_00173,0.606,0.617331,0.029000000000000005,0.027575675,0.0142,0.014296667,test,1.0186980659812197
4e_data_00174,0.662,0.6519412,0.0165,0.016021075,0.013899999999999997,0.0124162445,test,0.9848054082011888
4e_data_00175,0.765,0.75259966,0.0167,0.010067172,0.0143,0.012550957,test,0.9837904007606257
4e_data_00176,0.718,0.6854764,0.028500000000000004,0.029555168,0.0164,0.015790358,test,0.9547025380360383
4e_data_00177,0.659,0.64693105,0.031,0.031091645,0.0159,0.015505949,test,0.9816859669316339
4e_data_00178,0.635,0.62365896,0.0345,0.03541142,0.0202,0.01675425,test,0.9821400867672417
4e_data_00179,0.537,0.55558175,0.0202,0.020763004,0.012,0.01248663,test,1.0346028835857823
4e_data_00180,0.598,0.61003757,0.017,0.01641811,0.011600000000000001,0.012553894,test,1.0201297077446878
4e_data_00181,0.531,0.5405775,0.0271,0.03212512,0.0129,0.0148706045,test,1.0180366690324973
4e_data_00182,0.676,0.66710544,0.0886,0.06383717,0.0336,0.030354861,test,0.986842361427623
4e_data_00183,0.633,0.64207715,0.023,0.021825962,0.0164,0.014251369,test,1.0143398861937802
4e_data_00184,0.55,0.5489217,0.0308,0.03515614,0.0143,0.016077986,test,0.9980394623496315
4e_data_00185,0.607,0.5998925,0.0391,0.045134377,0.0192,0.019171422,test,0.988290769460763
4e_data_00186,0.643,0.6638415,0.0361,0.042878363,0.0162,0.019169413,test,1.0324128864341724
4e_data_00187,0.683,0.70302206,0.028500000000000004,0.03224067,0.0162,0.01893313,test,1.0293148796170906
4e_data_00188,1.11,1.0935898,0.0197,0.022262279,0.019399999999999997,0.020951586,test,0.9852160204638231
4e_data_00189,0.714,0.69002557,0.020899999999999995,0.017470147,0.0211,0.013567246,test,0.966422364157455
4e_data_00190,0.55,0.57233053,0.0629,0.05609145,0.0212,0.023480564,test,1.0406009717421096
4e_data_00191,0.635,0.62660867,0.028700000000000003,0.027433705,0.0152,0.01592064,test,0.9867853067052645
4e_data_00192,0.672,0.6547291,0.045,0.048352037,0.0181,0.02083408,test,0.9742992974462963
4e_data_00193,0.579,0.60335493,0.0244,0.024300933,0.0127,0.014406952,test,1.0420637838992843
4e_data_00194,0.56,0.5614028,0.0478,0.059853036,0.0173,0.019373631,test,1.002504995891026
4e_data_00195,0.602,0.5505971,0.0358,0.039903875,0.0284,0.016106682,test,0.9146130758266513
4e_data_00196,0.536,0.5416522,0.0331,0.04313773,0.0151,0.016522383,test,1.0105451541160468
4e_data_00197,0.601,0.6029861,0.0249,0.022596058,0.0142,0.013399086,test,1.0033046544689108
4e_data_00198,0.588,0.6027559,0.029700000000000004,0.032837953,0.0159,0.015263419,test,1.0250950751661443
4e_data_00199,0.509,0.4824628,0.027200000000000002,0.02879097,0.0118,0.011441126,test,0.9478640345552816
4e_data_00200,0.482,0.4943615,0.029000000000000005,0.02693997,0.0129,0.0131978365,test,1.0256462448365462
4e_data_00201,0.564,0.56174827,0.0196,0.019038107,0.0138,0.012201165,test,0.9960075642200228
4e_data_00202,0.874,0.8763732,0.024299999999999995,0.029333096,0.0191,0.017823245,test,1.002715299549583
4e_data_00203,0.631,0.613345,0.029700000000000004,0.034056347,0.0156,0.01640572,test,0.9720206449602372
4e_data_00204,0.61,0.60821825,0.021199999999999997,0.020971298,0.0142,0.01367772,test,0.9970791027194164
4e_data_00205,0.725,0.7087433,0.028900000000000002,0.028953157,0.0181,0.01717293,test,0.9775769299474256
4e_data_00206,0.564,0.5543495,0.030700000000000005,0.03603829,0.0142,0.0155691765,test,0.9828891525877284
4e_data_00207,0.535,0.56133336,0.0182,0.019146763,0.0111,0.012275753,test,1.049221230444507
4e_data_00208,0.757,0.75646234,0.028900000000000002,0.031266984,0.0172,0.017805986,test,0.9992897431790593
4e_data_00209,0.656,0.6280086,0.062299999999999994,0.05179852,0.0252,0.02250875,test,0.9573301891001259
4e_data_00210,0.609,0.62541866,0.0245,0.026389811,0.0136,0.0143453935,test,1.0269600378077215
4e_data_00211,0.524,0.53945446,0.0339,0.036067326,0.0152,0.015360167,test,1.0294932445497003
4e_data_00212,0.704,0.68917686,0.022899999999999997,0.02197661,0.0143,0.014666725,test,0.9789443998174234
4e_data_00213,0.601,0.612107,0.0188,0.017876169,0.012100000000000001,0.013021311,test,1.0184808301052912
4e_data_00214,0.536,0.53820515,0.026000000000000002,0.025897805,0.0137,0.013711567,test,1.0041140798312513
4e_data_00215,0.557,0.5491867,0.0361,0.0392979,0.0165,0.015629767,test,0.9859725431651144
4e_data_00216,0.711,0.7002598,0.0283,0.029209971,0.019,0.01861938,test,0.9848942401204599
4e_synth_00001,0.7816,0.79803336,0.01879,0.020640533,0.01426,0.015746612,train,1.0210252772090136
4e_synth_00002,1.154,1.1693153,0.02346,0.023579843,0.02043,0.021453844,train,1.0132715235136618
4e_synth_00003,1.101,1.1090586,0.03315,0.03551694,0.02465,0.025095072,train,1.0073193628933081
4e_synth_00004,1.028,1.0341847,0.03326,0.03504549,0.02247,0.022563182,train,1.0060162395818688
4e_synth_00005,0.527,0.53262496,0.025600000000000005,0.026651673,0.01264,0.012443518,train,1.0106735482840203
4e_synth_00006,0.4369,0.45152673,0.01648,0.016357398,0.01044,0.009574175,train,1.0334784418692384
4e_synth_00007,0.6483,0.6566229,0.02153,0.02121175,0.01315,0.013976449,train,1.0128380173649774
4e_synth_00008,0.5311,0.5354779,0.01778,0.019727983,0.01259,0.013046491,train,1.0082430364586856
4e_synth_00009,0.7,0.70439374,0.07923,0.077130966,0.02105,0.022089224,train,1.0062767778124129
4e_synth_00010,0.6544,0.66810143,0.01229,0.013575671,0.01759,0.017965097,train,1.0209373929389822
4e_synth_00011,0.7173,0.7280878,0.02096,0.021093503,0.014190000000000001,0.015561481,train,1.0150394296107657
4e_synth_00012,1.07,1.0683204,0.023370000000000002,0.025461815,0.01963,0.01986144,train,0.9984302743573055
4e_synth_00013,0.7371,0.7395095,0.0281,0.029121421,0.0309,0.032461755,train,1.0032689226901188
4e_synth_00014,0.6142,0.63122404,0.01338,0.013574049,0.01387,0.015739437,train,1.0277174148758317
4e_synth_00015,0.547,0.5525271,0.030700000000000005,0.03194754,0.014250000000000002,0.014546985,train,1.010104441773521
4e_synth_00016,0.6187,0.6275524,0.02549,0.024996098,0.0134,0.014482436,train,1.0143080492946044
4e_synth_00017,0.8674,0.8841828,0.04114,0.040717058,0.0207,0.02092469,train,1.019348409941649
4e_synth_00018,0.5606,0.5635767,0.03028,0.030777827,0.0143,0.014510315,train,1.0053098435662196
4e_synth_00019,0.5575,0.570557,0.04803,0.045856677,0.01702,0.016686615,train,1.0234206246688227
4e_synth_00020,0.6842,0.6811826,0.031040000000000005,0.031134285,0.01745,0.016254287,train,0.9955899194819436
4e_synth_00021,0.6239,0.6250927,0.04099,0.03320815,0.01662,0.015360275,train,1.0019116608793488
4e_synth_00022,0.6196,0.6372875,0.06976,0.065135606,0.0223,0.02280027,train,1.0285466389936198
4e_synth_00023,0.52,0.5157128,0.02611,0.0264851,0.01195,0.01196471,train,0.9917553800802964
4e_synth_00024,0.6783,0.6914511,0.07998,0.07851153,0.0202,0.021659462,train,1.0193882834923649
4e_synth_00025,0.5224,0.5271876,0.02565,0.026631169,0.012079999999999999,0.012442801,train,1.0091645976850852
4e_synth_00026,0.5767,0.58957314,0.01297,0.012504161,0.01625,0.018123684,train,1.0223220823872372
4e_synth_00027,0.6641,0.66534424,0.031,0.028812427,0.01581,0.016539618,train,1.0018735706689503
4e_synth_00028,0.8062,0.81941557,0.03046,0.02677561,0.01793,0.017744573,train,1.0163924203738772
4e_synth_00029,0.589,0.58138716,0.025690000000000004,0.025186047,0.01547,0.014973265,train,0.9870749782827796
4e_synth_00030,0.636,0.6401955,0.024980000000000002,0.027301297,0.0205,0.019579694,train,1.0065966807071518
4e_synth_00031,0.7888,0.8069961,0.0201,0.020843334,0.01481,0.015789244,train,1.0230680870961466
4e_synth_00032,0.4831,0.50405365,0.01443,0.01624287,0.009079,0.009916757,train,1.043373322886627
4e_synth_00033,0.518,0.5214807,0.01339,0.022481352,0.01144,0.011363856,train,1.0067194585174206
4e_synth_00034,0.4667,0.47494137,0.05096,0.049521714,0.01672,0.01798164,train,1.017658823379899
4e_synth_00035,0.6056,0.6073931,0.04424,0.041891497,0.01709,0.017304666,train,1.002960842068318
4e_synth_00036,0.6048,0.6057795,0.01393,0.01458763,0.01078,0.012002924,train,1.001619590968682
4e_synth_00037,0.5879,0.5835109,0.01889,0.02114097,0.01387,0.013639643,train,0.9925342332061649
4e_synth_00038,0.616,0.61393356,0.0208,0.022392962,0.01299,0.013618441,train,0.9966453948578278
4e_synth_00039,0.5357,0.5285418,0.02635,0.026240926,0.0133,0.014242651,train,0.9866376766100157
4e_synth_00040,0.8656,0.87444043,0.0262,0.025434487,0.01825,0.01935676,train,1.0102130679238084
4e_synth_00041,0.6011,0.60957295,0.01482,0.015637424,0.01153,0.011216157,train,1.014095736192479
4e_synth_00042,0.6355,0.64014333,0.02386,0.025161486,0.01411,0.014527111,train,1.0073065851543197
4e_synth_00043,0.5574,0.5602793,0.03778,0.033117794,0.01427,0.0142633105,train,1.005165607731617
4e_synth_00044,0.6883,0.7042364,0.028070000000000005,0.029291343,0.030429999999999995,0.03144548,train,1.0231532590534387
4e_synth_00045,0.8096,0.82980925,0.03961,0.039814662,0.019440000000000002,0.019416654,train,1.0249620163629178
4e_synth_00046,0.6085,0.6147043,0.02465,0.025571808,0.01369,0.013928087,train,1.0101960737781635
4e_synth_00047,0.5336,0.52987725,0.01967,0.023767754,0.01213,0.012381303,train,0.9930233235123276
4e_synth_00048,0.5619,0.57133067,0.02257,0.022118643,0.01163,0.012302128,train,1.0167835318420595
